loan_title,default_prob,risk_category,loan_id,loan_amount,remaining_amount,lender_count
medical,0.1438983231782913,Medium,490,489336,0.0,6
wedding,0.1874453276395797,Medium,491,463206,0.0,6
credit card pay off,0.1835756301879882,Medium,492,284076,0.0,6
small_business,0.2651611566543579,High,493,139780,0.0,6
Debt consolidation,0.1929101645946502,Medium,494,352617,0.0,5
home_improvement,0.1240629404783248,Medium,495,221689,0.0,6
other,0.1476621329784393,Medium,496,473318,0.0,6
moving,0.1051123067736625,Medium,497,209348,0.0,6
Car financing,0.1614789962768554,Medium,498,238102,0.0,6
small_business,0.2942659258842468,High,499,124460,0.0,5
debt_consolidation,0.2357760965824127,High,500,152634,0.0,5
small_business,0.1567751467227935,Medium,501,289930,0.0,6
other,0.1512565612792968,Medium,502,206801,0.0,5
Kelly's Credit Card Eliminator!!,0.1372152864933014,Medium,503,303150,0.0,5
Small Business Loan,0.2987103164196014,High,504,51542,0.0,6
debt_consolidation,0.2365773767232895,High,505,71677,0.0,5
car,0.1666450798511505,Medium,506,377804,0.0,6
other,0.1818556785583496,Medium,507,381415,0.0,6
credit card consolidation,0.1892964243888855,Medium,508,239081,0.0,5
debt_consolidation,0.2165466398000717,High,509,143105,0.0,5
wedding,0.2660967707633972,High,510,69065,0.0,5
credit_card,0.2654414474964142,High,511,138092,0.0,6
other,0.1564714908599853,Medium,512,489106,0.0,7
other,0.1576200127601623,Medium,513,228295,0.0,5
car,0.1469447016716003,Medium,514,213807,0.0,6
Other,0.0588350929319858,Low,515,935564,0.0,6
other,0.1758302450180053,Medium,516,357504,0.0,6
other,0.2043837457895279,High,517,182396,0.0,6
medical for the kids,0.0911073684692382,Low,518,853411,0.0,5
Business,0.1780927628278732,Medium,519,366981,0.0,6
debt_consolidation,0.2865742743015289,High,520,69870,0.0,5
house,0.1832029819488525,Medium,521,403196,0.0,6
other,0.2404019832611084,High,522,76790,0.0,5
debt_consolidation,0.1335737705230713,Medium,523,318874,0.0,6
debt_consolidation,0.2350230664014816,High,524,75289,0.0,5
wedding,0.2460326701402664,High,525,65485,0.0,5
debt_consolidation,0.2481761425733566,High,526,94482,0.0,5
other,0.2852956652641296,High,527,136188,0.0,5
debt_consolidation,0.1682721972465515,Medium,528,204748,0.0,5
credit_card,0.2482629418373108,High,529,190507,0.0,6
other,0.1465949714183807,Medium,530,465853,0.0,6
debt_consolidation,0.1481301039457321,Medium,531,323961,0.0,6
wedding,0.1177708581089973,Medium,532,230355,0.0,5
luckyone,0.0762389004230499,Low,533,686843,0.0,6
debt_consolidation,0.1962900459766388,Medium,534,356542,0.0,5
other,0.1796214580535888,Medium,535,373416,0.0,5
Debt consolidation,0.2502982914447784,High,536,92918,0.0,5
debt_consolidation,0.2988357245922088,High,537,102224,0.0,5
 ,0.1768626272678375,Medium,538,239298,0.0,6
Hair Transplant,0.0472582802176475,Low,539,842363,0.0,6
medical,0.1847418546676635,Medium,540,261629,0.0,6
Major purchase,0.0673859715461731,Low,541,828184,110318.39999999889,5
other,0.1453338116407394,Medium,542,430907,0.0,7
debt_consolidation,0.2526091337203979,High,543,78016,0.0,6
other,0.2266060560941696,High,544,73960,0.0,5
Need a very short term loan!!!,0.0867737010121345,Low,545,795735,245659.19999999995,4
medical,0.2036874592304229,High,546,153333,0.0,6
other,0.1143389791250228,Medium,547,442804,0.0,6
Credit Card Relief,0.1311649829149246,Medium,548,498539,0.0,6
debt_consolidation,0.284758448600769,High,549,179695,0.0,5
medical,0.2825289368629455,High,550,84620,0.0,5
debt_consolidation,0.2471735626459121,High,551,178148,0.0,6
major_purchase,0.1544390320777893,Medium,552,482703,0.0,8
car,0.2686010599136352,High,553,143396,0.0,6
other,0.1636863648891449,Medium,554,392714,0.0,6
other,0.2287435829639434,High,555,71732,0.0,5
car,0.2685075998306274,High,556,141362,0.0,6
debt_consolidation,0.2737491428852081,High,557,63843,0.0,6
Vehicle,0.1039351969957351,Medium,558,314065,0.0,5
credit_card,0.2158767133951187,High,559,121726,0.0,6
 ,0.2868006527423858,High,560,67640,0.0,5
debt_consolidation,0.1497183889150619,Medium,561,252528,0.0,6
Business,0.2687943279743194,High,562,88413,0.0,5
 ,0.1972917318344116,Medium,563,459214,143300.59999999998,5
house,0.220959797501564,High,564,102638,0.0,5
car,0.1918699890375137,Medium,565,310133,124053.19999999998,3
debt_consolidation,0.2413953989744186,High,566,156357,0.0,6
home_improvement,0.224150463938713,High,567,188186,0.0,6
debt_consolidation,0.2456357479095459,High,568,128859,0.0,5
house,0.2911414504051208,High,569,149657,0.0,6
small_business,0.2518968284130096,High,570,192047,0.0,6
debt_consolidation,0.1796419024467468,Medium,571,211023,84409.19999999998,3
major_purchase,0.198192611336708,Medium,572,221447,116329.2,3
credit card debt,0.1956211477518081,Medium,573,486103,385706.80000000005,2
other,0.1216892451047897,Medium,574,266203,266203.0,0
debt_consolidation,0.1387761533260345,Medium,575,360775,360775.0,0
small_business,0.2237095832824707,High,576,59337,0.0,5
other,0.2480082064867019,High,577,96427,0.0,5
other,0.2240207195281982,High,578,111529,0.0,5
other,0.2395197451114654,High,579,152023,0.0,5
credit_card,0.2033988386392593,High,580,134665,0.0,6
other,0.1773390024900436,Medium,581,305787,305787.0,0
car,0.1888621896505355,Medium,582,362993,362993.0,0
Heating My Home,0.1558603346347808,Medium,583,495451,495451.0,0
business purchase,0.1304156333208084,Medium,584,327016,327016.0,0
debt_consolidation,0.2931366860866546,High,585,54835,0.0,5
debt_consolidation,0.2220940142869949,High,586,70159,0.0,5
This loan is for business supplies.,0.217706561088562,High,587,171790,0.0,6
other,0.2427463829517364,High,588,155616,0.0,6
vacation,0.217542827129364,High,589,128752,0.0,6
major_purchase,0.130931407213211,Medium,590,366619,366619.0,0
small_business,0.2019377648830413,High,591,147007,0.0,6
medical,0.1576552987098693,Medium,592,282844,282844.0,0
home_improvement,0.1741287261247635,Medium,593,227532,227532.0,0
High interest credit card consolidation,0.1032098829746246,Medium,594,365421,365421.0,0
other,0.1825208961963653,Medium,595,322402,322402.0,0
other,0.24089315533638,High,596,168012,0.0,6
Personal loan,0.2513406276702881,High,597,186785,0.0,5
debt_consolidation,0.2093108296394348,High,598,106178,0.0,5
credit_card,0.2086368203163147,High,599,99407,0.0,6
Ricks loan-Sept 2008,0.1573204547166824,Medium,600,250990,250990.0,0
major_purchase,0.2442400455474853,High,601,179473,0.0,5
debt_consolidation,0.2284593731164932,High,602,108141,0.0,6
small_business,0.2595351934432983,High,603,106570,0.0,5
Credit card refinancing,0.1633973121643066,Medium,604,426156,426156.0,0
debt_consolidation,0.2808365821838379,High,605,51015,0.0,5
car,0.210242360830307,High,606,111813,0.0,5
debt_consolidation,0.1682721972465515,Medium,607,227712,227712.0,0
debt_consolidation,0.2286307364702224,High,608,150497,0.0,6
debt_consolidation,0.2566181421279907,High,609,189487,0.0,6
house,0.1772892475128173,Medium,610,442926,442926.0,0
major_purchase,0.1456286758184433,Medium,611,312816,312816.0,0
other,0.1793756335973739,Medium,612,328778,328778.0,0
other,0.1690537184476852,Medium,613,262292,262292.0,0
debt_consolidation,0.1913887113332748,Medium,614,485977,485977.0,0
debt_consolidation,0.2427765876054763,High,615,185230,0.0,6
major_purchase,0.2721537053585052,High,616,70309,0.0,5
moving,0.2489100098609924,High,617,56970,0.0,5
medical,0.1692428737878799,Medium,618,351456,351456.0,0
small_business,0.1080331355333328,Medium,619,480161,480161.0,0
wedding,0.2913897037506103,High,620,125880,0.0,5
debt_consolidation,0.1872639060020446,Medium,621,305570,305570.0,0
other,0.1541871577501297,Medium,622,470846,470846.0,0
small_business,0.2325273603200912,High,623,181456,0.0,5
debt_consolidation,0.1625152826309204,Medium,624,200404,200404.0,0
 ,0.1459492594003677,Medium,625,378998,378998.0,0
debt_consolidation,0.1309757381677627,Medium,626,474907,474907.0,0
major_purchase,0.2469509541988372,High,627,199456,0.0,5
Affidavit of Support,0.1808725893497467,Medium,628,391172,391172.0,0
Other,0.1642727106809616,Medium,629,340932,340932.0,0
medical,0.2237410396337509,High,630,130642,0.0,6
car,0.2194172143936157,High,631,100612,0.0,5
CREDIT CARD REFINANCE,0.1291641741991043,Medium,632,485718,485718.0,0
Personal Loan,0.1504226773977279,Medium,633,485668,485668.0,0
other,0.2047974020242691,High,634,60916,0.0,6
 ,0.1115461140871048,Medium,635,204809,204809.0,0
Getting rid of debt FINAL push!,0.1555622816085815,Medium,636,363273,363273.0,0
debt_consolidation,0.1857805103063583,Medium,637,384402,384402.0,0
debt_consolidation,0.2557852268218994,High,638,194528,0.0,5
debt_consolidation,0.2636463642120361,High,639,171288,0.0,5
debt_consolidation,0.290581077337265,High,640,88765,0.0,5
other,0.2783279418945312,High,641,95106,0.0,6
credit_card,0.2369366139173507,High,642,103932,0.0,6
other,0.1259064972400665,Medium,643,221949,221949.0,0
debt_consolidation,0.1631425321102142,Medium,644,401152,401152.0,0
car,0.2883479595184326,High,645,87744,0.0,5
moving,0.125172421336174,Medium,646,376615,376615.0,0
credit_card,0.2359705865383148,High,647,158319,0.0,6
debt_consolidation,0.2384477257728576,High,648,142193,0.0,5
To create a great customer oriented business,0.1264736950397491,Medium,649,236187,236187.0,0
"Debt Consld., Moving Exp., Biz Expansion",0.1778603941202163,Medium,650,338311,338311.0,0
Consolidation Loan,0.2454448491334915,High,651,174454,0.0,5
debt_consolidation,0.2112862020730972,High,652,64489,0.0,6
debt_consolidation,0.256633311510086,High,653,111877,0.0,6
Debt Payoff,0.1917268484830856,Medium,654,294074,294074.0,0
medical,0.1574426442384719,Medium,655,363121,363121.0,0
house,0.2685021162033081,High,656,87131,0.0,6
home_improvement,0.2355982065200805,High,657,165765,0.0,5
personal and business,0.1816176027059555,Medium,658,306884,306884.0,0
Florida Churros Co.,0.1869744807481765,Medium,659,325917,325917.0,0
credit_card,0.2571692168712616,High,660,74285,0.0,5
other,0.2869563996791839,High,661,87626,0.0,6
debt_consolidation,0.2043817192316055,High,662,69198,0.0,6
debt_consolidation,0.1856399774551391,Medium,663,215254,215254.0,0
debt_consolidation,0.1916226595640182,Medium,664,244238,244238.0,0
debt_consolidation,0.2344368994235992,High,665,51252,0.0,5
other,0.1504648029804229,Medium,666,281317,281317.0,0
other,0.2291386425495147,High,667,115215,0.0,6
car,0.180617406964302,Medium,668,278587,278587.0,0
debt_consolidation,0.2305735796689987,High,669,56949,0.0,5
 ,0.27872034907341,High,670,105393,0.0,6
debt_consolidation,0.236228659749031,High,671,188013,0.0,5
Debt consolidation,0.2146384865045547,High,672,75934,0.0,5
other,0.0870291739702224,Low,673,916602,916602.0,0
car,0.1531158536672592,Medium,674,456434,456434.0,0
car,0.2080591768026352,High,675,125745,0.0,6
 ,0.2091584205627441,High,676,144456,17778.59999999891,5
home_improvement,0.277090311050415,High,677,103413,20682.59999999998,4
Business Administration Degree Loan ,0.1334419995546341,Medium,678,450875,450875.0,0
other,0.1556614339351654,Medium,679,270390,270390.0,0
debt_consolidation,0.2094094604253769,High,680,93088,18617.59999999998,4
debt_consolidation,0.1604312062263488,Medium,681,447940,447940.0,0
debt_consolidation,0.2280837446451187,High,682,153196,30639.200000000008,4
debt_consolidation,0.2899007797241211,High,683,105479,21095.79999999999,4
credit_card,0.2567245364189148,High,684,69963,13992.600000000004,4
paying off,0.2917569875717163,High,685,105123,21024.59999999998,4
other,0.1330463290214538,Medium,686,325911,325911.0,0
other,0.2180907130241394,High,687,152468,30493.59999999998,4
debt_consolidation,0.199678286910057,Medium,688,423777,423777.0,0
debt_consolidation,0.1978671699762344,Medium,689,476532,476532.0,0
other,0.1875772029161453,Medium,690,205569,205569.0,0
debt_consolidation,0.2718013525009155,High,691,119836,28196.400000000005,4
other,0.1988723576068878,Medium,692,304573,304573.0,0
home_improvement,0.2079503685235977,High,693,193087,77234.80000000002,3
home_improvement,0.2073670327663421,High,694,95002,38000.8,3
other,0.1746146082878112,Medium,695,447666,447666.0,0
medical,0.2238009124994278,High,696,187326,74930.39999999997,3
debt_consolidation,0.1684018820524215,Medium,697,355286,355286.0,0
other,0.2961936295032501,High,698,187162,74864.80000000002,3
vacation,0.1183282807469368,Medium,699,342709,342709.0,0
medical,0.1613914519548416,Medium,700,353487,353487.0,0
other,0.214326873421669,High,701,74071,29628.400000000005,3
debt_consolidation,0.1641099154949188,Medium,702,258243,258243.0,0
home_improvement,0.1510377824306488,Medium,703,372312,372312.0,0
paid off credit card,0.1616307497024536,Medium,704,457218,457218.0,0
debt_consolidation,0.1620243340730667,Medium,705,414879,414879.0,0
debt_consolidation,0.2423061579465866,High,706,151570,60628.0,3
debt_consolidation,0.209095612168312,High,707,119724,47889.59999999999,3
other,0.199678286910057,Medium,708,228732,228732.0,0
debt_consolidation,0.2448046654462814,High,709,171465,68586.0,3
purchase a car,0.1769353002309799,Medium,710,257108,257108.0,0
home_improvement,0.1300395876169204,Medium,711,311195,311195.0,0
debt_consolidation,0.2551254630088806,High,712,153081,88023.1999999999,3
debt_consolidation,0.1928985118865966,Medium,713,236668,236668.0,0
car,0.1315709203481674,Medium,714,485205,485205.0,0
debt_consolidation,0.2445348352193832,High,715,129252,77551.20000000001,2
other,0.1934905350208282,Medium,716,239749,239749.0,0
debt_consolidation,0.2290235757827758,High,717,180560,108336.0,2
debt_consolidation,0.2742915451526642,High,718,154680,92808.0,2
other,0.2154355347156524,High,719,197979,150012.19999999908,2
home_improvement,0.2319781482219696,High,720,199849,199849.0,0
medical,0.1988041847944259,Medium,721,424301,424301.0,0
credit_card,0.2938474416732788,High,722,101745,101745.0,0
vacation,0.2890039682388305,High,723,158464,158464.0,0
educational,0.2087854295969009,High,724,141865,141865.0,0
debt_consolidation,0.2056099474430084,High,725,162428,162428.0,0
other,0.2366884052753448,High,726,73624,73624.0,0
debt_consolidation,0.1655499041080474,Medium,727,223321,223321.0,0
major_purchase,0.207627072930336,High,728,191560,191560.0,0
debt_consolidation,0.2116767615079879,High,729,72574,72574.0,0
home_improvement,0.2182780802249908,High,730,186312,186312.0,0
credit_card,0.1898778229951858,Medium,731,374293,374293.0,0
other,0.1755561530590057,Medium,732,459127,459127.0,0
debt_consolidation,0.1703929603099823,Medium,733,386717,386717.0,0
Credit Card Refinance,0.1980792880058288,Medium,734,383868,383868.0,0
other,0.1644355505704879,Medium,735,335504,335504.0,0
credit_card,0.2419880330562591,High,736,145257,145257.0,0
Business Expansion Loan,0.102866917848587,Medium,737,264291,264291.0,0
car,0.2952592372894287,High,738,177600,177600.0,0
car,0.2369995415210724,High,739,100428,100428.0,0
debt_consolidation,0.2702972590923309,High,740,181374,181374.0,0
medical,0.2484660148620605,High,741,181127,181127.0,0
small_business,0.1440533846616745,Medium,742,311317,311317.0,0
credit_card,0.1770589053630828,Medium,743,339789,339789.0,0
car,0.2357885837554931,High,744,177449,177449.0,0
credit_card,0.1521589010953903,Medium,745,490843,490843.0,0
Credit card refinancing,0.2716178596019745,High,746,123686,123686.0,0
debt_consolidation,0.1895123869180679,Medium,747,267661,267661.0,0
other,0.2055825442075729,High,748,94247,94247.0,0
debt_consolidation,0.1795453280210495,Medium,749,445121,445121.0,0
debt_consolidation,0.0798714384436607,Low,750,647820,647820.0,0
debt_consolidation,0.2491371184587478,High,751,155113,155113.0,0
other,0.1358879208564758,Medium,752,466765,466765.0,0
debt_consolidation,0.1841618865728378,Medium,753,346106,346106.0,0
other,0.1969572007656097,Medium,754,458930,458930.0,0
home_improvement,0.2040200680494308,High,755,186198,186198.0,0
car,0.1781865507364273,Medium,756,336194,336194.0,0
major_purchase,0.1710175573825836,Medium,757,480174,480174.0,0
debt_consolidation,0.2273150980472564,High,758,132838,132838.0,0
debt_consolidation,0.1871648430824279,Medium,759,238638,238638.0,0
small_business,0.0760452225804328,Low,760,829211,829211.0,0
other,0.2120854705572128,High,761,168033,168033.0,0
debt_consolidation,0.2165376543998718,High,762,155977,155977.0,0
other,0.1385852396488189,Medium,763,288869,288869.0,0
other,0.2227124720811844,High,764,155186,155186.0,0
car,0.1887585818767547,Medium,765,496818,496818.0,0
debt_consolidation,0.290955513715744,High,766,96271,96271.0,0
other,0.2904416024684906,High,767,123688,123688.0,0
car,0.2370219230651855,High,768,161076,161076.0,0
moving,0.1540117412805557,Medium,769,341339,341339.0,0
credit_card,0.149953156709671,Medium,770,421897,421897.0,0
Company Expansion ,0.1413960605859756,Medium,771,201062,201062.0,0
debt_consolidation,0.2281690388917923,High,772,100448,100448.0,0
other,0.2436453253030777,High,773,145462,145462.0,0
tysonybenny,0.2292111217975616,High,774,187301,187301.0,0
moving,0.1476621329784393,Medium,775,445885,445885.0,0
debt_consolidation,0.1347128748893737,Medium,776,247915,247915.0,0
credit_card,0.2496730238199234,High,777,54632,54632.0,0
other,0.1358879208564758,Medium,778,304592,304592.0,0
Joseph's High School,0.0956967622041702,Low,779,634668,634668.0,0
educational,0.1895124912261963,Medium,780,308099,308099.0,0
debt_consolidation,0.2678515911102295,High,781,57561,57561.0,0
medical,0.1858429461717605,Medium,782,282152,282152.0,0
credit_card,0.2743777930736542,High,783,175036,175036.0,0
debt_consolidation,0.1539403647184372,Medium,784,226734,226734.0,0
major_purchase,0.1807910352945327,Medium,785,226069,226069.0,0
debt_consolidation,0.2467386275529861,High,786,62910,62910.0,0
medical,0.2819987833499908,High,787,123479,123479.0,0
other,0.1840794831514358,Medium,788,281264,281264.0,0
credit_card,0.1020527184009552,Medium,789,223275,223275.0,0
debt_consolidation,0.270428329706192,High,790,122274,122274.0,0
other,0.15473173558712,Medium,791,391076,391076.0,0
moving,0.226103127002716,High,792,98447,98447.0,0
debt_consolidation,0.2582427263259887,High,793,176394,176394.0,0
debt_consolidation,0.2064175903797149,High,794,125703,125703.0,0
other,0.1882825940847396,Medium,795,479404,479404.0,0
motorcycle,0.2298663705587387,High,796,162581,162581.0,0
small_business,0.2370439767837524,High,797,53812,53812.0,0
vacation,0.1474629342555999,Medium,798,389728,389728.0,0
Need help paying off debtsq,0.1858318001031875,Medium,799,316421,316421.0,0
car,0.2709303796291351,High,800,51605,51605.0,0
home_improvement,0.2305201441049575,High,801,122303,122303.0,0
debt_consolidation,0.2132716327905655,High,802,126125,126125.0,0
debt_consolidation,0.2901881337165832,High,803,194990,194990.0,0
other,0.2166632860898971,High,804,174040,174040.0,0
other,0.2390845566987991,High,805,194118,194118.0,0
debt_consolidation,0.234255164861679,High,806,54324,54324.0,0
major_purchase,0.190239816904068,Medium,807,471255,471255.0,0
home_improvement,0.2614928185939789,High,808,66389,66389.0,0
debt_consolidation,0.2525484561920166,High,809,172177,172177.0,0
other,0.2032383978366851,High,810,91427,91427.0,0
debt_consolidation,0.1601061522960662,Medium,811,359818,359818.0,0
other,0.2083830088376999,High,812,172883,172883.0,0
small_business,0.2733272314071655,High,813,181189,181189.0,0
debt_consolidation,0.1802913248538971,Medium,814,312221,312221.0,0
vacation,0.1141428500413894,Medium,815,475378,475378.0,0
credit_card,0.2116075158119201,High,816,103441,103441.0,0
home_improvement,0.1707213371992111,Medium,817,200846,200846.0,0
Business Set Up,0.1668727397918701,Medium,818,210954,210954.0,0
Medical Expenses / Consolidate Debt,0.1463499963283538,Medium,819,444761,444761.0,0
home_improvement,0.2869563996791839,High,820,96514,96514.0,0
debt_consolidation,0.1967972368001938,Medium,821,337541,337541.0,0
finish school,0.1865909397602081,Medium,822,264323,264323.0,0
credit_card,0.2127701938152313,High,823,141922,141922.0,0
other,0.1776016801595688,Medium,824,389139,389139.0,0
debt_consolidation,0.1759966760873794,Medium,825,380448,380448.0,0
Home Investment,0.0768816992640495,Low,826,676659,676659.0,0
Debt consolidation,0.1486902385950088,Medium,827,435659,435659.0,0
small_business,0.2922249436378479,High,828,177534,177534.0,0
major_purchase,0.1576858162879943,Medium,829,304537,304537.0,0
Loan,0.0755112916231155,Low,830,840621,840621.0,0
debt_consolidation,0.1645298898220062,Medium,831,441983,441983.0,0
Personal,0.162315547466278,Medium,832,242533,242533.0,0
honda,0.0421366617083549,Low,833,763972,763972.0,0
debt_consolidation,0.1984163373708725,Medium,834,201917,201917.0,0
CANCUN,0.0920401290059089,Low,835,782762,782762.0,0
car,0.1478571593761444,Medium,836,232254,232254.0,0
Paying off credit loans and consolidate,0.22891865670681,High,837,155292,155292.0,0
 ,0.1575068831443786,Medium,838,247362,247362.0,0
debt_consolidation,0.1888273954391479,Medium,839,482272,482272.0,0
other,0.1576200127601623,Medium,840,442353,442353.0,0
debt_consolidation,0.231972336769104,High,841,115545,115545.0,0
home_improvement,0.2529173791408539,High,842,132180,132180.0,0
other,0.1595708429813385,Medium,843,287958,287958.0,0
car,0.2169914841651916,High,844,190937,190937.0,0
Card Consolidation,0.2506605386734009,High,845,183291,183291.0,0
other,0.1980712711811065,Medium,846,205287,205287.0,0
home_improvement,0.1524001955986023,Medium,847,457665,457665.0,0
major_purchase,0.2843643128871918,High,848,58512,58512.0,0
other,0.2535505294799804,High,849,182414,182414.0,0
home_improvement,0.2196944952011108,High,850,158872,158872.0,0
medical,0.2007534056901931,High,851,143070,143070.0,0
home_improvement,0.111165203154087,Medium,852,279767,279767.0,0
home_improvement,0.2530548274517059,High,853,147829,147829.0,0
credit_card,0.2378524243831634,High,854,92078,92078.0,0
debt_consolidation,0.2685723900794983,High,855,156288,156288.0,0
major_purchase,0.1678541600704193,Medium,856,283524,283524.0,0
medical,0.1474629342555999,Medium,857,427645,427645.0,0
Help Out,0.2790577411651611,High,858,62219,62219.0,0
major_purchase,0.2079000174999237,High,859,50235,50235.0,0
major_purchase,0.1232480853796005,Medium,860,327309,327309.0,0
other,0.1455157846212387,Medium,861,339639,339639.0,0
home_improvement,0.1857685595750808,Medium,862,396513,396513.0,0
personal 1,0.1180371418595314,Medium,863,448320,448320.0,0
debt_consolidation,0.157930850982666,Medium,864,336487,336487.0,0
Debt Consolidate,0.2726578414440155,High,865,93925,93925.0,0
debt_consolidation,0.2712700366973877,High,866,187023,187023.0,0
business loan,0.154164582490921,Medium,867,287388,287388.0,0
credit_card,0.2549280226230621,High,868,58007,58007.0,0
debt_consolidation,0.1493308544158935,Medium,869,457802,457802.0,0
debt_consolidation,0.2129905223846435,High,870,108596,108596.0,0
chrisfaraon28,0.2189609408378601,High,871,171101,171101.0,0
major_purchase,0.2972936630249023,High,872,138861,138861.0,0
other,0.2717868387699127,High,873,136740,136740.0,0
medical,0.2819653749465942,High,874,65524,65524.0,0
wedding,0.2121968418359756,High,875,181149,181149.0,0
other,0.1007052138447761,Medium,876,325501,325501.0,0
debt_consolidation,0.1816030740737915,Medium,877,482755,482755.0,0
debt_consolidation,0.1177039369940757,Medium,878,348056,348056.0,0
house,0.2343238741159439,High,879,64060,64060.0,0
personal loan,0.2422921508550644,High,880,93303,93303.0,0
Credit Card Consolidation,0.2275104075670242,High,881,89711,89711.0,0
debt_consolidation,0.2440517097711563,High,882,193026,193026.0,0
debt_consolidation,0.1591992676258087,Medium,883,418134,418134.0,0
car,0.1719954311847686,Medium,884,302974,302974.0,0
moving,0.1875129640102386,Medium,885,349646,349646.0,0
debt_consolidation,0.2642236351966858,High,886,190256,190256.0,0
medical,0.1302115321159362,Medium,887,350168,350168.0,0
other,0.2355982065200805,High,888,117728,117728.0,0
car,0.2867631614208221,High,889,61246,61246.0,0
credit_card,0.2023683339357376,High,890,199453,199453.0,0
moving,0.1955989897251129,Medium,891,292263,292263.0,0
other,0.1445785015821457,Medium,892,211302,211302.0,0
other,0.2911857962608337,High,893,117506,117506.0,0
"Prospective welding student, bad credit",0.2157695144414901,High,894,91157,91157.0,0
debt_consolidation,0.2201344072818756,High,895,104917,104917.0,0
other,0.2250577956438064,High,896,146646,146646.0,0
debt_consolidation,0.2841440737247467,High,897,133122,133122.0,0
credit_card,0.1754489839076995,Medium,898,486663,486663.0,0
car,0.0952772423624992,Low,899,990025,990025.0,0
struggling,0.1553878337144851,Medium,900,467552,467552.0,0
Stuck in Payday Loan Mess,0.1392501890659332,Medium,901,259379,259379.0,0
credit_card,0.2741767466068268,High,902,75053,75053.0,0
debt_consolidation,0.2521675527095794,High,903,190518,190518.0,0
renewable_energy,0.2530267536640167,High,904,181994,181994.0,0
Perfect Timing,0.2039545774459839,High,905,148723,148723.0,0
debt_consolidation,0.2054327875375747,High,906,101356,101356.0,0
personal loan,0.1542484760284423,Medium,907,472933,472933.0,0
debt_consolidation,0.1452497094869613,Medium,908,232154,232154.0,0
College loan,0.1295477300882339,Medium,909,413942,413942.0,0
other,0.2647733092308044,High,910,52336,52336.0,0
home_improvement,0.1820982992649078,Medium,911,481173,481173.0,0
educational,0.1413316875696182,Medium,912,232265,232265.0,0
other,0.2442400455474853,High,913,152916,152916.0,0
Other Loan,0.1340842097997665,Medium,914,443322,443322.0,0
Major purchase,0.1654054820537567,Medium,915,374944,374944.0,0
Personal,0.1531280577182769,Medium,916,246197,246197.0,0
Education investment,0.2652897536754608,High,917,175733,175733.0,0
debt_consolidation,0.2703794240951538,High,918,121907,121907.0,0
other,0.1064532622694969,Medium,919,402967,402967.0,0
car,0.1797038912773132,Medium,920,432604,432604.0,0
medical,0.2175411283969879,High,921,70103,70103.0,0
credit_card,0.161536768078804,Medium,922,264772,264772.0,0
debt_consolidation,0.0327739939093589,Low,923,626108,626108.0,0
other,0.2082356214523315,High,924,64382,64382.0,0
credit_card,0.2778670489788055,High,925,134291,134291.0,0
home_improvement,0.1758823245763778,Medium,926,334828,334828.0,0
medical,0.164743423461914,Medium,927,482753,482753.0,0
LLC,0.0612104833126068,Low,928,647550,647550.0,0
debt_consolidation,0.2165038585662841,High,929,125683,125683.0,0
debt_consolidation,0.2333084195852279,High,930,174714,174714.0,0
other,0.2270552814006805,High,931,180330,180330.0,0
 ,0.2842892706394195,High,932,121315,121315.0,0
credit_card,0.2074192315340042,High,933,127834,127834.0,0
debt_consolidation,0.2489442229270935,High,934,176205,176205.0,0
major_purchase,0.1658142805099487,Medium,935,214153,214153.0,0
small_business,0.2281624525785446,High,936,126325,126325.0,0
other,0.2191799134016037,High,937,194071,194071.0,0
debt_consolidation,0.2780398428440094,High,938,105318,105318.0,0
home_improvement,0.1405443996191024,Medium,939,276077,276077.0,0
debt_consolidation,0.2237512916326522,High,940,140474,140474.0,0
car,0.2649341225624084,High,941,183515,183515.0,0
debt_consolidation,0.2695598900318146,High,942,123319,123319.0,0
debt_consolidation,0.2605803608894348,High,943,175885,175885.0,0
Nursing loan,0.2101375609636306,High,944,159777,159777.0,0
Expansion Loan,0.1941653043031692,Medium,945,217368,217368.0,0
home_improvement,0.1705424040555954,Medium,946,346400,346400.0,0
debt_consolidation,0.294131189584732,High,947,141751,141751.0,0
anthony_c,0.1943527609109878,Medium,948,430203,430203.0,0
debt_consolidation,0.1606688499450683,Medium,949,489450,489450.0,0
medical,0.1681323200464248,Medium,950,370987,370987.0,0
other,0.2671255767345428,High,951,87219,87219.0,0
major_purchase,0.189301997423172,Medium,952,411951,411951.0,0
other,0.2817187309265136,High,953,110279,110279.0,0
debt consolidation,0.1379295587539672,Medium,954,200126,200126.0,0
major_purchase,0.1965515166521072,Medium,955,227632,227632.0,0
debt_consolidation,0.0897891223430633,Low,956,696382,696382.0,0
credit_card,0.2578463852405548,High,957,159945,159945.0,0
other,0.0903667956590652,Low,958,817320,817320.0,0
Debt consolidation,0.186212956905365,Medium,959,450869,450869.0,0
other,0.1645442843437194,Medium,960,417138,417138.0,0
debt_consolidation,0.1920881420373916,Medium,961,375399,375399.0,0
major_purchase,0.2175542414188385,High,962,184869,184869.0,0
car,0.220959797501564,High,963,194790,194790.0,0
small_business,0.2295644432306289,High,964,84560,84560.0,0
other,0.1010599210858345,Medium,965,484260,484260.0,0
debt_consolidation,0.2389701604843139,High,966,182717,182717.0,0
debt_consolidation,0.2224743664264679,High,967,174085,174085.0,0
